Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,0.01,0.01,0,0,0.03
Battlefield 2,PC,2005,Shooter,Electronic Arts,0,0.07,0,0.02,0.08
Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,0.39,0.15,0,0.02,0.56
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,0.37,0.01,0,0.06,0.44
Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,0,0,0.02,0,0.02
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,0.02,0,0,0.03
Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.1,0.01,0,0.01,0.12
Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.05,0,0,0,0.05
Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,0.21,0.02,0,0.02,0.26
Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01
Battlezone,PSP,2006,Shooter,Atari,0.02,0,0,0,0.03
Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17
Beatdown: Fists of Vengeance,XB,2005,Action,Capcom,0.03,0.01,0,0,0.04
BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
Bee Movie Game,DS,2007,Action,Activision,0.41,0,0,0.03,0.45
Bee Movie Game,Wii,2007,Action,Activision,0.31,0.01,0,0.03,0.34
Bee Movie Game,X360,2007,Action,Activision,0.16,0,0,0.01,0.17
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1
Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87
Beijing 2008,X360,2008,Sports,Sega,0.15,0.38,0,0.07,0.59
Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0,0.01,0.05
Bella Sara,DS,2008,Misc,Codemasters,0.04,0.03,0,0.01,0.09
Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0,0.09,0.95
Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.81
Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.35,0.14,0,0.1,0.59
Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.22,0.02,0,0.33,0.57
Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0,0.19,1.7
Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.55,0.55,0,0.13,1.23
Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0,0,0.74,0.84
Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.23,0.31,0,0.18,0.72
Bentley's Hackpack,GBA,2005,Misc,N/A,0.67,0.25,0,0.02,0.93
Beowulf: The Game,X360,2007,Action,Ubisoft,0.36,0.01,0,0.03,0.4
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16
Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0,0,0.01,0.09
Best Of Tests,DS,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,0.03,0,0,0,0.03
Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0,0,0.2
Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0,0.01,0.23
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.67
Big Brain Academy,DS,2005,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,0.01,0.01,0,0,0.02
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment,0.01,0,0,0,0.02
Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0,0.01,0.1
Big Mutha Truckers,GBA,2005,Racing,Zoo Digital Publishing,0.03,0.01,0,0,0.04
Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2
Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.05,0.02,0,0,0.07
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32
Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0,0.01,0.06
Biker Mice From Mars,DS,2007,Racing,Game Factory,0.03,0,0,0,0.03
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0,0,0,0.05
Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0,0,0.11
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.01,0.07
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.04,0,0,0,0.04
BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
BioShock,PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0,0.02,0.41
Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
Black,XB,2006,Shooter,Electronic Arts,0.31,0.09,0,0.01,0.42
Black & White 2,PC,2005,Strategy,Electronic Arts,0.01,0.07,0,0.01,0.09
Black Cat,PS2,2006,Action,Capcom,0,0,0.01,0,0.01
Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.23,0,0.06,0.57
Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.07,0.01,0,0.01,0.09
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06
Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.29
Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0,0.01,0.1
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0,0,0.01,0.1
Blazer Drive,DS,2008,Role-Playing,Sega,0,0,0.01,0,0.01
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.85
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.67
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0,0.03,0.42
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0.02,0,0,0.08
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.01,0,0,0,0.02
Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02
Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005,Fighting,Sega,0,0,0.08,0,0.09
Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05
Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0,0.06
Bleach: Dark Souls,DS,2007,Fighting,Sega,0.12,0.02,0,0.01,0.15
Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0,0,0.1,0,0.1
Bleach: Erabareshi Tamashii,PS2,2005,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08
Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0,0,0.07,0,0.07
Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0,0,0.09,0,0.09
Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0,0,0.07,0,0.07
Bleach: Heat the Soul 4,PSP,2007,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08
Bleach: Heat the Soul 5,PSP,2008,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08
Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.22,0.01,0.08,0.02,0.33
Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.3,0.01,0.12,0.03,0.46
Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0,0,0.06,0,0.06
Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,0.12,0.03,0,0.01,0.15
Blitz: Overtime,PSP,2006,Sports,Midway Games,0.09,0,0,0.01,0.09
Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0,0.02,0.53
Blitz: The League,X360,2006,Sports,Midway Games,0.15,0,0,0.01,0.16
Blitz: The League II,PS3,2008,Sports,Midway Games,0.11,0.03,0,0.02,0.16
Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0,0.01,0.1
Blitzkrieg 2 Anthology,PC,2008,Strategy,Ascaron Entertainment GmbH,0,0.01,0,0,0.01
Block Party,Wii,2008,Misc,Activision,0.14,0,0,0.01,0.16
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0,0,0,0.03
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04
BloodRayne 2,PS2,2004,Shooter,THQ,0.13,0.1,0,0.03,0.27
BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0,0.01,0.15
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22
Board Game Classics,GBA,2005,Misc,"Destination Software, Inc",0.06,0.02,0,0,0.08
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0,0,0.03
Boing! Docomodake DS,DS,2007,Puzzle,Ignition Entertainment,0.04,0,0,0,0.05
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0,0,0.04
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen‰ÛÜ,PS3,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0,0,0.1,0,0.1
Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0,0.06,0.62
Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0,0.06,0.57
Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0,0.16,0.26
Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.05,0,0.02,0.19
Bomberman,DS,2005,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0,0,0.01,0.15
Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0,0.01
Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0,0.01
Bomberman 2,DS,2008,Puzzle,Hudson Soft,0,0.01,0,0,0.02
Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0,0,0.01,0.06
Bomberman Land Touch!,DS,2006,Puzzle,Rising Star Games,0.04,0,0.04,0,0.09
Bomberman Land Touch! 2,DS,2007,Puzzle,Rising Star Games,0.13,0,0.01,0.01,0.16
Bomberman Story DS,DS,2007,Role-Playing,Rising Star Games,0,0,0.02,0,0.02
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04
Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.5
Boogie,DS,2007,Misc,Electronic Arts,0.25,0,0,0.02,0.27
Boogie,PS2,2007,Misc,Electronic Arts,0.09,0.07,0,0.02,0.19
Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0,0.02,0.24
Bookworm,GBA,2004,Puzzle,Unknown,0.02,0.01,0,0,0.03
Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01,0,0,0,0.01
Boom Blox,Wii,2008,Puzzle,Electronic Arts,0.72,0.38,0,0.12,1.23
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,0.03,0,0,0.03
Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0,0,0,0.03
Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,3.44,5.36,5.32,1.18,15.3
Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,Nintendo,4.75,9.26,4.16,2.05,20.22
Brain Assist,DS,2007,Misc,Sega,0.12,0,0,0.01,0.13
Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15
Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15
Brain Challenge,DS,2008,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,0.06,0,0,0.01,0.07
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.11,0,0,0.01,0.11
Brain Voyage,DS,2008,Puzzle,Eidos Interactive,0.06,0.02,0,0.01,0.09
Bratz 4 Real,DS,2007,Adventure,THQ,0.29,0.22,0,0.06,0.57
Bratz Kidz,Wii,2008,Misc,Game Factory,0.16,0,0,0.01,0.17
Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0,0,0,0.04
Bratz Ponyz,DS,2007,Adventure,Game Factory,0.26,0,0,0.02,0.28
Bratz Ponyz 2,DS,2008,Adventure,Game Factory,0.24,0,0,0.02,0.26
Bratz: Forever Diamondz,DS,2006,Adventure,THQ,0.43,0.88,0,0.18,1.48
Bratz: Forever Diamondz,GC,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21
Bratz: Forever Diamondz,PS2,2006,Adventure,THQ,0.01,0.01,0,0,0.01
Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.18,0.11,0,0.03,0.32
Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0,0.03,0.23
Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0,0,0.02,0.21
Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.39,0.14,0,0.01,0.54
Bratz: Rock Angelz,PS2,2005,Misc,THQ,0.19,0.15,0,0.05,0.38
Bratz: Rock Angelz,GC,2005,Misc,THQ,0.16,0.04,0,0.01,0.2
Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0,0,0.02,0.29
Bratz: The Movie,PS2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48
Bratz: The Movie,Wii,2007,Simulation,THQ,0.24,0.01,0,0.02,0.27
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.11,0,0,0,0.11
Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.05,0,0.05
Break 'Em All,DS,2005,Puzzle,D3Publisher,0.11,0,0,0.01,0.12
Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0,0,0.12
Breath of Fire III,PSP,2005,Role-Playing,Capcom,0,0.03,0,0.01,0.04
Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01,0.1
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.04
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,0.23,0.14,0,0.09,0.46
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46
Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0,0.01,0.31
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93
Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.31,0,0.09,0.87
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,0.49,0.14,0,0.02,0.66
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46
Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.2,0.15,0,0.05,0.4
Brunswick Pro Bowling,Wii,2007,Sports,505 Games,0.36,0.01,0,0.03,0.39
Brunswick Pro Bowling,PSP,2007,Sports,505 Games,0.19,0,0,0.02,0.21
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,0.04
Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,0.03,0,0,0,0.03
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0,0,0,0.05
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory,0.34,0,0,0.03,0.37
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07
Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.29,0,0.06,0.52
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03
Burger Island,DS,2008,Action,Destineer,0.15,0,0,0.01,0.16
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0,0.04,1.31
Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.06,0.46
Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.06,0,0.09,0.85
Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0,0.01,0.18
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.64,0.02,0.3,1.97
Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36
Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9
Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0,0.01,0.53
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.05,0,0.04,0.51
Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,0.13,0.01,0,0.01,0.16
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,0.14
Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0,0.01,0.11
Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0,0.23,0.87
Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.48,0,0.14,0.9
Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,0.39,1.49
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78
Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88
Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,0.43,1.61
Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14
Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0,0,0,0.05
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13
Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,0.58,0,0,0.05,0.63
Cabela's Big Game Hunter (2008),PS2,2007,Sports,Activision Value,0.1,0.08,0,0.03,0.2
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0,0,0,0.06
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,0.28,0.21,0,0.07,0.56
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0,0.01,0.18
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0,0,0.07
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,0.04,0.01,0,0,0.06
Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision,0.19,0.15,0,0.05,0.39
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0,0,0.11
Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,0.03,0.01,0,0,0.03
Cabela's Dangerous Hunts 2009,Wii,2008,Sports,Activision Value,0.36,0,0,0.03,0.38
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06
Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision,0.18,0.14,0,0.05,0.37
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,0.09,0.02,0,0,0.11
Cabela's Legendary Adventures,PS2,2008,Sports,Activision,0.21,0.16,0,0.05,0.42
Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.17,0,0,0.01,0.18
Cabela's Legendary Adventures,PSP,2008,Sports,Activision,0.16,0,0,0.01,0.17
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0,0.1
Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0,0,0.03
Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35
Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0,0.04,0.27
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0,0,0,0.06
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0,0.05
Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,0.04
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0,0.01,0.11
Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,0.24,0,0,0.02,0.27
Cake Mania: Baker's Challenge,PSP,2008,Puzzle,Destineer,0.03,0,0,0,0.03
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0,0,0.01,0.15
Calcio Bit,GBA,2006,Sports,Nintendo,0,0,0.03,0,0.03
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06
Call of Duty 2,X360,2005,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,0.66,0.4,0,0.05,1.12
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,0.25,0.07,0,0.01,0.33
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07
Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.91,2.38,0.13,0.9,9.32
Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,3.1,2.3,0.28,1.04,6.72
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1.12,0,0.03,1.15
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.96,0.02,0.01,0.08,1.06
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
Call of Duty: Finest Hour,XB,2004,Shooter,Activision,0.78,0.4,0,0.04,1.21
Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.31,0.08,0,0.01,0.4
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.03,0,0.59,2.14
Call of Duty: World at War,X360,2008,Shooter,Activision,4.79,1.9,0,0.69,7.37
Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.87,0,0.84,5.43
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.2,0.59,0,0.19,1.97
Call of Duty: World at War,DS,2008,Shooter,Activision,0.57,0.26,0,0.08,0.91
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.13,0,0.03,0.19
