Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Wii,2008,Role-Playing,Rising Star Games,0.07,0,0,0.01,0.07,50,22,8.1,24,Sting,T
GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1,75,21,8.9,23,"Monolith Soft, Namco Bandai Games",T
PS2,2005,Action,Electronic Arts,0.27,0.21,0,0.07,0.56,64,41,7.3,70,Eurocom Entertainment Software,T
XB,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,65,56,7.1,21,Eurocom Entertainment Software,T
GBA,2005,Action,Electronic Arts,0.12,0.05,0,0,0.17,61,5,6.9,9,Vicarious Visions,E10+
GC,2005,Action,Electronic Arts,0.11,0.03,0,0,0.15,66,38,7.2,10,Eurocom Entertainment Software,T
GC,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76,43,8.8,18,Kuju Entertainment,T
Wii,2007,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75,38,7.6,45,Kuju Entertainment,T
PS2,2004,Action,Namco Bandai Games,0.02,0.01,0,0,0.03,48,9,8.7,7,Natsume,T
X360,2008,Fighting,505 Games,0.07,0,0.01,0.01,0.09,71,22,6.6,8,Arc System Works,T
DS,2008,Strategy,Ubisoft,0.37,0.35,0,0.09,0.81,,,7.2,9,Ubisoft Quebec,E
Wii,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,
PS2,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
GC,2006,Fighting,Namco Bandai Games,0,0,0.09,0,0.09,,,,,,
PC,2004,Shooter,Electronic Arts,0.01,0.01,0,0,0.03,,,,,,
PC,2005,Shooter,Electronic Arts,0,0.07,0,0.01,0.08,91,55,8.4,837,Digital Illusions,T
XB,2005,Shooter,Electronic Arts,0.39,0.15,0,0.02,0.56,80,49,8.2,29,Digital Illusions,T
PS2,2005,Shooter,Electronic Arts,0.37,0.01,0,0.06,0.44,80,42,8.5,65,Digital Illusions,T
X360,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,77,54,7.3,79,Digital Illusions,T
PS2,2005,Shooter,Electronic Arts,0,0,0.02,0,0.02,,,,,,
PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03,80,48,6.8,326,EA DICE,T
PC,2004,Shooter,Electronic Arts,0,0.02,0,0,0.03,84,48,7.5,133,Digital Illusions,T
X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,83,70,7.7,263,EA DICE,T
PS3,2008,Shooter,Electronic Arts,0.76,0.35,0.05,0.18,1.34,84,50,8.1,203,EA DICE,T
DS,2005,Strategy,Ubisoft,0.1,0.01,0,0.01,0.12,64,16,7.7,14,Ubisoft Montreal,E10+
DS,2006,Puzzle,"Destination Software, Inc",0.04,0,0,0,0.05,,,,,,
X360,2007,Strategy,Eidos Interactive,0.21,0.02,0,0.02,0.26,73,55,7.1,40,Eidos Interactive,T
PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01,76,20,7.3,46,Eidos Interactive,T
PSP,2006,Shooter,Atari,0.02,0,0,0,0.03,57,13,tbd,,Paradigm Entertainment,E10+
PSP,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.05,50,11,7.8,6,FreeStyleGames,T
PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,48,33,8.1,12,Cavia Inc.,M
XB,2005,Action,Capcom,0.03,0.01,0,0,0.04,,,,,,
PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,67,30,8.9,11,Konami,E10+
PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73,52,7,40,Now Production,E
DS,2007,Action,Activision,0.41,0,0,0.03,0.45,58,9,tbd,,Vicarious Visions,E
Wii,2007,Action,Activision,0.3,0.01,0,0.03,0.33,62,16,7.6,7,Smart Bomb Interactive,E
X360,2007,Action,Activision,0.16,0,0,0.01,0.17,71,25,5.8,13,Beenox,E
PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1,65,11,7.5,4,Beenox,E
PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.86,,,,,,
X360,2008,Sports,Sega,0.15,0.38,0,0.07,0.59,,,,,,
PC,2006,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02,,,tbd,,PopCap,E
PC,2008,Puzzle,PopCap Games,0.01,0.04,0,0.01,0.05,78,12,7.3,11,PopCap,E
DS,2008,Misc,Codemasters,0.04,0.03,0,0.01,0.08,,,tbd,,Razorback Developments,E
DS,2008,Action,Koch Media,0.65,0.22,0,0.09,0.95,,,2.8,4,Monkey Bar Games,E
Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.8,45,6,7.8,11,Monkey Bar Games,E10+
PSP,2008,Action,Koch Media,0.35,0.13,0,0.1,0.59,,,7.7,12,Monkey Bar Games,E10+
PS2,2008,Action,Koch Media,0.22,0.02,0,0.33,0.57,,,5.3,6,Monkey Bar Games,E10+
DS,2007,Action,D3Publisher,0.68,0.82,0,0.19,1.7,,,,,,
Wii,2007,Action,D3Publisher,0.54,0.55,0,0.13,1.23,63,6,7.7,9,High Voltage Software,E10+
PS2,2007,Action,D3Publisher,0.09,0,0,0.74,0.84,,,7.6,14,High Voltage Software,E10+
PSP,2007,Action,D3Publisher,0.23,0.3,0,0.18,0.71,60,4,7.2,23,High Voltage Software,E10+
GBA,2005,Misc,N/A,0.67,0.25,0,0.02,0.93,,,,,,
X360,2007,Action,Ubisoft,0.36,0.01,0,0.03,0.4,51,23,4.7,30,Ubisoft Shanghai,M
PS3,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16,51,18,5.2,17,Ubisoft,M
PSP,2007,Action,Ubisoft,0.08,0,0,0.01,0.09,44,4,5.4,7,Virtuos,M
DS,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01,,,,,,
DS,2007,Puzzle,Zoo Digital Publishing,0.03,0,0,0,0.03,,,tbd,,DSI Games,E
GBA,2004,Action,Atari,0.15,0.05,0,0,0.2,40,5,7.8,5,Full Fat,E
XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0,0.01,0.23,,,,,,
Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.66,44,17,8,41,HB Studios Multimedia,E
DS,2005,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62,74,45,7.4,27,Nintendo,E
Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,Nintendo,E
PS2,2006,Action,Crave Entertainment,0.01,0.01,0,0,0.02,,,,,,
GBA,2006,Action,Crave Entertainment,0.01,0,0,0,0.02,,,,,,
Wii,2008,Sports,Activision,0.09,0.01,0,0.01,0.1,,,1.4,10,Koolhaus Games,E
GBA,2005,Racing,Zoo Digital Publishing,0.03,0.01,0,0,0.04,,,,,,
PS2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2,51,26,2.1,9,Eutechnyx,M
XB,2005,Racing,Empire Interactive,0.05,0.02,0,0,0.07,50,31,3.4,5,Eutechnyx,M
Wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32,,,tbd,,Destination Software,E
PS2,2006,Racing,Game Factory,0.03,0.02,0,0.01,0.06,27,4,tbd,,Creat Studios,E10+
DS,2007,Racing,Game Factory,0.03,0,0,0,0.03,,,tbd,,Full Fat,E10+
Wii,2007,Racing,Metro 3D,0.04,0,0,0,0.05,,,0.3,4,Data Design Interactive,E
GC,2006,Shooter,Eidos Interactive,0.08,0.02,0,0,0.11,51,4,5.2,5,Traveller's Tales,E10+
X360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.01,0.07,59,26,5.9,22,Traveller's Tales,E10+
DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06,72,11,6.4,15,Amaze Entertainment,T
Wii,2007,Shooter,Eidos Interactive,0.03,0,0,0,0.04,52,7,5.8,5,Traveller's Tales,E10+
X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,"Irrational Games, 2K Marin",M
PS3,2008,Shooter,Take-Two Interactive,0.75,0.46,0.01,0.2,1.42,94,51,8.7,881,"Digital Extremes, 2K Marin",M
PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0,0.02,0.41,96,44,8.5,3606,"Irrational Games, 2K Marin",M
PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79,62,8.4,194,Criterion Games,M
XB,2006,Shooter,Electronic Arts,0.31,0.09,0,0.01,0.42,77,65,8,51,Criterion Games,M
PC,2005,Strategy,Electronic Arts,0.01,0.07,0,0.01,0.09,,,,,,
PS2,2006,Action,Capcom,0,0,0.01,0,0.01,,,,,,
X360,2007,Shooter,Midway Games,0.29,0.22,0,0.06,0.57,62,48,6.1,65,Midway Studios - Austin,T
PS3,2007,Shooter,Midway Games,0.07,0.01,0,0.01,0.08,56,23,6.3,18,Midway Studios - Austin,T
PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06,60,33,6.9,16,Hit Maker,E10+
PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28,Omega Force,T
X360,2007,Action,Tecmo Koei,0.08,0.01,0,0.01,0.09,63,26,6.8,16,Omega Force,T
Wii,2008,Shooter,Eidos Interactive,0.09,0,0,0.01,0.1,78,30,7.7,17,BudCat,E
DS,2008,Role-Playing,Sega,0,0,0.01,0,0.01,,,,,,
PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15,70,10,7.2,12,Ubisoft Romania,T
X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,72,24,7.8,12,Ubisoft Romania,T
Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.83,57,11,6.7,28,Ubisoft,T
PS3,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.66,67,26,6.9,9,Ubisoft,T
X360,2006,Simulation,Ubisoft,0.36,0.02,0,0.03,0.42,66,58,7.9,53,Ubisoft,T
XB,2006,Simulation,Ubisoft,0.06,0.02,0,0,0.08,69,19,6.8,4,Ubisoft Romania,T
PC,2006,Simulation,Ubisoft,0.02,0,0,0,0.02,65,16,4.6,17,Ubisoft Romania,T
PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,,,
GC,2005,Fighting,Sega,0,0,0.08,0,0.09,,,,,,
PS2,2006,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0,0.06,,,,,,
DS,2007,Fighting,Sega,0.12,0.02,0,0.01,0.15,82,28,7.9,14,Treasure,T
DS,2007,Fighting,Sega,0,0,0.1,0,0.1,,,,,,
PS2,2005,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,,,,,,
PS2,2006,Role-Playing,Sony Computer Entertainment,0,0,0.07,0,0.07,,,,,,
PSP,2005,Fighting,Sony Computer Entertainment,0,0,0.09,0,0.09,,,,,,
PSP,2006,Fighting,Sony Computer Entertainment,0,0,0.07,0,0.07,,,,,,
PSP,2007,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,,,,,,
PSP,2008,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,,,,,,
Wii,2006,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58,30,7.5,24,Polygon Magic,T
PSP,2008,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59,28,8,10,"Sega, Tom Create",T
DS,2006,Fighting,Sega,0.29,0.01,0.12,0.03,0.45,83,32,7.5,23,Treasure,T
Wii,2008,Fighting,Sega,0,0,0.06,0,0.06,,,,,,
XB,2004,Platform,Microsoft Game Studios,0.12,0.03,0,0.01,0.15,,,,,,
PSP,2006,Sports,Midway Games,0.09,0,0,0.01,0.09,,,7.5,4,Midway,M
PS2,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89,76,25,8,20,Midway,M
XB,2004,Sports,Midway Games,0.4,0.11,0,0.02,0.53,78,30,7.7,14,Midway,M
X360,2006,Sports,Midway Games,0.15,0,0,0.01,0.16,69,23,6.5,14,Midway,M
PS3,2008,Sports,Midway Games,0.11,0.02,0,0.02,0.15,62,25,7.5,15,,
X360,2008,Sports,Midway Games,0.08,0.01,0,0.01,0.1,68,34,7.2,13,Midway,M
PC,2008,Strategy,Ascaron Entertainment GmbH,0,0.01,0,0,0.01,,,tbd,,"1C, Various, 1C Company",
Wii,2008,Misc,Activision,0.14,0,0,0.01,0.15,,,2.8,4,Activision,E10+
PSP,2006,Puzzle,Majesco Entertainment,0.03,0,0,0,0.03,51,5,tbd,,Irem,E
PS2,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04,,,,,,
PS2,2004,Shooter,THQ,0.13,0.1,0,0.03,0.27,70,26,8.5,21,Terminal Reality,M
XB,2004,Shooter,THQ,0.11,0.03,0,0.01,0.15,71,35,8.5,4,Terminal Reality,M
X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,"Mistwalker, Artoon",T
DS,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69,46,6.5,15,Brownie Brown,E
GBA,2005,Misc,"Destination Software, Inc",0.06,0.02,0,0,0.08,,,tbd,,Black Lantern Studios,E
PS2,2006,Sports,Valcon Games,0.01,0.01,0,0,0.03,,,6.6,5,49Games,E
DS,2007,Puzzle,Ignition Entertainment,0.04,0,0,0,0.05,,,,,,
GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0,0,0.04,78,20,8.5,11,KCEJ,T
PS3,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,,,,,,
PSP,2006,Adventure,Sony Computer Entertainment,0,0,0.1,0,0.1,,,,,,
DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0,0.06,0.62,,,,,,
Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0,0.06,0.56,50,4,5.8,5,Avalanche Software,E10+
PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0,0.16,0.26,,,tbd,,Avalanche Software,E10+
X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25,57,18,7.1,7,Avalanche Software,E10+
PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0,0.02,0.19,59,11,6.8,6,Avalanche Software,E10+
PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0,0,0.01,0.15,73,30,7,7,Hudson,E
DS,2005,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75,30,7,12,Racjin,E
Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0,0.01,,,,,,
PSP,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0,0.01,,,,,,
DS,2008,Puzzle,Hudson Soft,0,0.01,0,0,0.02,,,,,,
Wii,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.17,57,23,8,10,Racjin,E
PSP,2007,Misc,Hudson Entertainment,0.06,0,0,0,0.06,55,14,7.8,4,Racjin,E
DS,2006,Puzzle,Rising Star Games,0.04,0,0.04,0,0.08,,,,,,
DS,2007,Puzzle,Rising Star Games,0.13,0,0.01,0.01,0.16,,,,,,
DS,2007,Role-Playing,Rising Star Games,0,0,0.02,0,0.02,,,,,,
X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04,34,41,2.2,42,Hudson,T
Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.49,57,37,5.3,54,EA Montreal,E10+
DS,2007,Misc,Electronic Arts,0.24,0,0,0.02,0.27,58,11,tbd,,EA Montreal,E10+
PS2,2007,Misc,Electronic Arts,0.09,0.07,0,0.02,0.19,52,12,tbd,,"Pipeworks Software, Inc.",E10+
Wii,2008,Misc,Electronic Arts,0.2,0.02,0,0.02,0.24,,,8.6,14,EA Montreal,E10+
GBA,2004,Puzzle,Unknown,0.02,0.01,0,0,0.03,62,5,,,PopCap,E
PC,2006,Puzzle,PopCap Games,0.01,0,0,0,0.01,,,8,6,PopCap,E
Wii,2008,Puzzle,Electronic Arts,0.71,0.38,0,0.12,1.21,85,61,8.6,105,EA LA,E
DS,2007,Puzzle,10TACLE Studios,0,0.03,0,0,0.03,,,,,,
PSP,2006,Action,Namco Bandai Games,0.03,0,0,0,0.03,63,14,6,7,Xpec,T
DS,2005,Puzzle,Nintendo,3.43,5.35,5.32,1.18,15.29,77,37,7.1,19,Nintendo,E
DS,2005,Misc,Nintendo,4.74,9.2,4.16,2.04,20.15,77,58,7.9,50,Nintendo,E
DS,2007,Misc,Sega,0.12,0,0,0.01,0.13,53,17,tbd,,Sega,E
DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,39,12,2.5,4,Interchannel,E
DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,40,12,tbd,,Interchannel,E
DS,2008,Misc,Ubisoft,0.41,0,0,0.03,0.45,68,7,7,4,Ubisoft,E
DS,2008,Misc,Electronic Arts,0.05,0,0,0,0.06,,,,,,
DS,2008,Misc,Electronic Arts,0.1,0,0,0.01,0.1,,,,,,
DS,2008,Puzzle,Eidos Interactive,0.06,0.01,0,0.01,0.08,52,12,tbd,,Razorback Developments,E
DS,2007,Adventure,THQ,0.29,0.22,0,0.06,0.57,,,tbd,,THQ,E
Wii,2008,Misc,Game Factory,0.16,0,0,0.01,0.17,,,tbd,,EKO Software,E
DS,2008,Misc,Game Factory,0.03,0,0,0,0.04,,,tbd,,Neko Entertainment,E
DS,2007,Adventure,Game Factory,0.26,0,0,0.02,0.28,,,tbd,,Neko Entertainment,E
DS,2008,Adventure,Game Factory,0.24,0,0,0.02,0.26,,,tbd,,Neko Entertainment,E
DS,2006,Adventure,THQ,0.43,0.88,0,0.18,1.48,,,6.5,4,Barking Lizards,E
GC,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21,,,tbd,,Blitz Games,E
PS2,2006,Adventure,THQ,0.01,0.01,0,0,0.01,,,tbd,,Blitz Games,E
DS,2008,Action,THQ,0.18,0.11,0,0.03,0.32,,,tbd,,Blitz Games,E
PS2,2008,Action,THQ,0.11,0.09,0,0.03,0.23,,,8.4,7,Blitz Games,E
Wii,2008,Action,THQ,0.19,0,0,0.02,0.21,,,tbd,,Blitz Games,E
GBA,2004,Misc,THQ,0.39,0.14,0,0.01,0.54,,,,,Altron,E
PS2,2005,Misc,THQ,0.19,0.15,0,0.05,0.38,60,7,5.1,7,Blitz Games,E
GC,2005,Misc,THQ,0.16,0.04,0,0.01,0.2,,,tbd,,Blitz Games,E
DS,2008,Action,THQ,0.26,0,0,0.02,0.28,50,4,tbd,,Creat Studios,E
PS2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48,,,5,4,Blitz Games,E
Wii,2007,Simulation,THQ,0.23,0.01,0,0.02,0.26,,,5,6,Blitz Games,E
DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
PSP,2006,Role-Playing,Sony Computer Entertainment,0.11,0,0,0,0.11,,,,,,
PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
DS,2005,Puzzle,D3Publisher,0.11,0,0,0.01,0.12,68,22,tbd,,Warashi,E
XB,2004,Adventure,Electronic Arts,0.09,0.03,0,0,0.12,71,62,8.2,17,Namco,M
PSP,2005,Role-Playing,Capcom,0,0.02,0,0.01,0.03,,,9.7,6,Capcom,T
PSP,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01,0.1,51,25,tbd,,Backbone Entertainment,T
DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.04,72,27,8,25,Gameloft,T
PSP,2006,Shooter,Ubisoft,0.23,0.14,0,0.09,0.46,65,19,9.1,64,Ubisoft Shanghai,M
Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13,45,13,6.6,17,Gearbox Software,M
PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46,71,20,7.9,23,Gearbox Software,M
XB,2005,Shooter,Ubisoft,0.23,0.07,0,0.01,0.31,85,41,8.6,25,Gearbox Software,M
PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,Gearbox Software,M
X360,2008,Shooter,Ubisoft,0.47,0.3,0,0.09,0.87,76,65,8.3,149,Gearbox Software,M
PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,79,22,7.9,130,Gearbox Software,M
XB,2005,Shooter,Ubisoft,0.49,0.14,0,0.02,0.66,88,64,8,69,Gearbox Software,M
PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46,82,30,7.6,30,Gearbox Software,M
PS2,2007,Sports,505 Games,0.2,0.15,0,0.05,0.4,,,tbd,,Point of View,E
Wii,2007,Sports,505 Games,0.35,0.01,0,0.03,0.38,52,11,5.4,23,Point of View,E
PSP,2007,Sports,505 Games,0.19,0,0,0.02,0.21,,,7.3,4,Point of View,E
DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,0.04,50,12,4.8,4,Marvelous Entertainment,E
PSP,2006,Puzzle,Rising Star Games,0.03,0,0,0,0.03,47,5,tbd,,Opus,E
DS,2005,Puzzle,Atari,0.04,0,0,0,0.05,38,19,6.2,6,Taito Corporation,E
DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,61,11,4.8,5,Neko Entertainment,E
Wii,2008,Simulation,Game Factory,0.33,0,0,0.03,0.36,,,tbd,,Neko Entertainment,E
X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55,59,6.1,41,Cavia Inc.,M
PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,9.1,293,Rockstar Vancouver,T
X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,80,56,8.3,154,"Mad Doc Software, Rockstar Vancouver",T
Wii,2008,Action,Take-Two Interactive,0.17,0.28,0,0.06,0.5,83,34,8.4,60,Rockstar Toronto,T
PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03,72,11,7.5,257,"Mad Doc Software, Rockstar Vancouver",T
DS,2008,Action,Destineer,0.15,0,0,0.01,0.16,,,tbd,,eGames,E
PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68,93,52,9.1,271,Criterion Games,T
XB,2004,Racing,Electronic Arts,0.84,0.43,0,0.04,1.31,94,76,7.2,139,Criterion Games,T
PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,76,23,8.2,27,Criterion Games,E10+
PSP,2005,Racing,Electronic Arts,0.7,0.05,0,0.08,0.84,86,53,8.4,108,Criterion Games,E10+
DS,2005,Racing,Electronic Arts,0.15,0.02,0,0.01,0.18,38,12,6,59,Visual Impact,E
PS3,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87,55,7.7,455,Criterion Games,E10+
X360,2008,Racing,Electronic Arts,0.63,0.57,0.01,0.14,1.35,88,68,6.9,279,Criterion Games,E10+
PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9,90,52,8.8,114,Criterion Games,E10+
XB,2005,Racing,Electronic Arts,0.32,0.19,0,0.01,0.53,89,65,8.4,66,Criterion Games,E10+
X360,2006,Racing,Electronic Arts,0.42,0.04,0,0.04,0.5,89,61,8.1,140,Criterion Games,E10+
PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Wii,2007,Puzzle,505 Games,0.13,0.01,0,0.01,0.15,,,,,,
PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,0.14,67,7,tbd,,Taito Corporation,E
DS,2005,Puzzle,505 Games,0.08,0.02,0,0.01,0.11,75,14,7,6,Happy Happening,E
PS2,2006,Misc,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,,,,,,
PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,,,,,,
PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0,0.23,0.87,,,,,,
PS3,2008,Misc,Sony Computer Entertainment,0.28,0.47,0,0.13,0.89,,,,,,
PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,0.39,1.49,,,,,,
PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78,,,,,,
PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88,,,,,,
PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,0.43,1.61,,,,,,
PS2,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2,,,,,,
GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02,,,,,,
X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14,53,4,5,8,FUN Labs,T
PSP,2006,Sports,Activision Value,0.04,0,0,0,0.05,,,tbd,,FUN Labs,T
X360,2006,Sports,Activision,0.12,0,0,0.01,0.13,48,11,5.6,17,FUN Labs,T
Wii,2007,Sports,Activision,0.58,0,0,0.05,0.63,,,tbd,,MagicWand,T
PS2,2007,Sports,Activision Value,0.1,0.08,0,0.03,0.2,,,tbd,,Activision,T
X360,2007,Sports,Activision Value,0.06,0,0,0,0.06,51,5,tbd,,FUN Labs,T
PS2,2004,Sports,Activision,0.28,0.21,0,0.07,0.56,55,4,8.4,16,Sand Grain Studios,T
XB,2004,Sports,Activision,0.13,0.04,0,0.01,0.18,65,5,8.3,6,FUN Labs,T
GC,2004,Sports,Activision,0.05,0.01,0,0,0.07,,,8.8,9,MagicWand,T
GBA,2004,Sports,Activision,0.04,0.01,0,0,0.06,,,,,,
PS2,2005,Sports,Activision,0.19,0.15,0,0.05,0.39,,,5.6,14,Sand Grain Studios,T
XB,2005,Sports,Activision,0.08,0.02,0,0,0.11,63,4,tbd,,Sand Grain Studios,T
GC,2005,Sports,Activision,0.03,0.01,0,0,0.03,,,tbd,,FUN Labs,T
Wii,2008,Sports,Activision Value,0.35,0,0,0.03,0.38,,,4.5,6,FUN Labs,T
PS2,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18,,,9.2,5,FUN Labs,T
X360,2008,Sports,Activision,0.12,0,0,0.01,0.13,42,4,tbd,,FUN Labs,T
PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,6,1.8,10,FUN Labs,T
PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06,,,4,4,FUN Labs,T
PS2,2004,Sports,Activision,0.18,0.14,0,0.05,0.37,,,8.7,15,Sand Grain Studios,T
XB,2004,Sports,Activision,0.09,0.02,0,0,0.11,59,5,7.5,6,Sand Grain Studios,T
PS2,2008,Sports,Activision,0.21,0.16,0,0.05,0.42,,,tbd,,Sand Grain Studios,T
Wii,2008,Sports,Activision,0.16,0,0,0.01,0.17,,,tbd,,FUN Labs,T
PSP,2008,Sports,Activision,0.16,0,0,0.02,0.17,,,tbd,,FUN Labs,T
XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0,0.1,,,tbd,,FUN Labs,T
GC,2005,Sports,Activision,0.03,0.01,0,0,0.03,,,8.8,9,MagicWand,T
PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35,,,8.9,17,Sand Grain Studios,T
