game_name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,game_id
Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0,0.01,0.11,75,7,465
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14,53,5,476
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13,48,5.6,477
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,0.28,0.21,0,0.07,0.56,55,8.4,479
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0,0.01,0.18,65,8.3,479
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,1.8,481
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,0.09,0.02,0,0,0.11,59,7.5,483
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0,0.05,39,3,487
Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,74,7.6,488
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0,0.01,0.11,55,6.1,489
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06,77,8.1,494
Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,89,8.1,495
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,86,8.4,495
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77,8.2,496
Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,0.66,0.4,0,0.05,1.12,78,5.1,496
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,0.25,0.07,0,0.01,0.33,76,7.9,496
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82,6.5,497
Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.62,0.03,0.26,1.5,80,6.9,497
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07,82,7.4,497
Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.93,2.36,0.13,0.9,9.31,94,8.4,498
Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,3.11,2.26,0.28,1.03,6.68,94,8.4,498
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1.12,0,0.03,1.15,92,8.5,498
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75,6.9,498
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76,7.7,499
Call of Duty: Finest Hour,XB,2004,Shooter,Activision,0.78,0.4,0,0.04,1.21,73,7.8,499
Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.31,0.08,0,0.01,0.4,74,8.9,499
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.02,0,0.59,2.13,64,7.5,500
Call of Duty: World at War,X360,2008,Shooter,Activision,4.81,1.88,0,0.69,7.38,84,7.6,501
Call of Duty: World at War,PS3,2008,Shooter,Activision,2.73,1.83,0,0.83,5.39,85,7.6,501
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18,1.94,83,7.6,501
Call of Duty: World at War,DS,2008,Shooter,Activision,0.56,0.25,0,0.08,0.89,75,7.8,501
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0,0.03,0.18,83,7.5,501
Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0,0.01,0.18,71,6.9,503
Call of Juarez,PC,2006,Shooter,Ubisoft,0,0.01,0,0,0.01,72,7.8,503
Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,78,8.4,508
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0,0,0.02,0.3,72,7,510
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2,57,4.8,511
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56,6,516
Carnival Games,DS,2008,Misc,Take-Two Interactive,1.21,0.63,0,0.19,2.03,48,3.3,516
Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.86,0.54,0,0.15,1.56,38,5.7,517
Cars,PS2,2006,Racing,THQ,1.01,0.04,0,0.16,1.21,71,8.4,519
Cars,PSP,2006,Racing,THQ,0.72,0.28,0,0.2,1.2,70,7,519
Cars,GBA,2006,Racing,THQ,0.81,0.3,0,0.02,1.13,50,4.7,519
Cars,DS,2006,Racing,THQ,0.85,0.04,0,0.07,0.97,54,2.1,519
Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93,71,7,519
Cars,X360,2006,Racing,THQ,0.22,0.01,0,0.02,0.25,65,6.1,519
Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0,0,0.05,0.68,69,6.8,521
Cars: Mater-National Championship,PS3,2007,Racing,THQ,0.37,0.01,0,0.03,0.41,63,4.8,521
Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0,0,0.01,0.14,58,7.8,521
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0,0,0,0.04,67,7.6,532
Castle Shikigami 2,PS2,2004,Shooter,Play It,0.01,0.01,0,0,0.02,67,7.4,533
Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0,0,0.1,86,8.4,534
Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16,49,5.9,535
Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,70,7.5,536
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,0.09,0.03,0,0,0.12,74,7,536
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,89,8.5,537
Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85,8.7,538
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4,85,8.3,539
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,80,7.8,540
Catwoman,PS2,2004,Action,Electronic Arts,0.08,0.06,0,0.02,0.17,46,6.9,542
Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0,0,0.07,47,6.1,542
Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06,45,4.6,542
Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45,50,4.6,544
Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0,0.16,1.28,85,8.4,549
Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0,0.08,0.65,77,8.8,550
Chaos Wars,PS2,2006,Strategy,Idea Factory,0,0,0.04,0,0.04,64,6.9,553
Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star,0.17,0.13,0,0.04,0.35,35,4.1,554
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,0.22,0.08,0,0.01,0.3,36,3.8,554
Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.14,0.04,0,0,0.18,39,3.2,554
Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0,0,0.11,39,0.5,554
Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0,0,0.13,79,9,556
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0,0,0.01,0.12,64,8.4,557
Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0,0,0.19,0,0.19,78,7.5,558
Chicago Enforcer,XB,2005,Shooter,Kemco,0.02,0,0,0,0.02,33,2.8,560
Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing,0.32,0,0,0.02,0.35,27,4.8,562
Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0,0,0.01,0.14,19,3.1,562
Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,65,6,564
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.01,0,0,0.02,74,8.2,565
Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28,71,7,570
Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.61,0.16,0.49,0.08,1.34,92,8.9,571
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0,0.04,75,8.2,576
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01,0.14,61,7.1,578
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,74,8.6,581
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,55,4.8,582
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66,7.5,583
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58,8.6,586
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0,0,1.39,0.03,1.43,84,8.6,588
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,84,8.6,589
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,73,7.5,591
Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0,0.02,0.32,63,7.4,593
Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,60,7.1,593
Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01,63,7.5,593
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01,0.18,69,7.8,594
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83,8.4,596
Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0,0.05,63,6.8,604
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0,0,0.01,0.08,51,6.3,605
Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0,0.01,0.09,58,8.5,606
Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.17,0.75,59,6.5,607
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,56,6.6,608
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1,49,8,612
Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0,0.01,80,8.1,613
Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0,0.01,0.11,68,7.7,614
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,71,7.6,614
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0,0.02,60,8,615
Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,0.11,73,8.2,616
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0,0,0.1,84,8.1,617
Colin McRae Rally 04,PC,2004,Racing,Codemasters,0,0.01,0,0,0.01,87,7.2,617
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0,0,0.05,83,7.5,618
Colin McRae Rally 2005,PC,2004,Racing,Codemasters,0,0.01,0,0,0.02,83,7.1,618
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,70,7.3,620
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0,0.1,82,9.2,620
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21,82,8.2,621
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,7.1,621
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,6.9,622
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,82,5.2,622
Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,56,8.3,624
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,0.03,0,0,0.03,62,3.3,625
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07,44,8.5,626
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,58,8.5,633
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01,0.05,93,8.8,634
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,87,8.6,635
Conan,PS3,2007,Action,THQ,0.13,0.15,0,0.05,0.34,69,7.2,636
Conan,X360,2007,Action,THQ,0.16,0.02,0,0.01,0.19,69,7.3,636
Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0,0.06,0.63,80,8.4,637
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0,0.06,0.39,82,8.1,637
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0,0.03,0.41,81,8.2,638
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.02,0.19,52,4.9,639
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19,51,3.1,639
Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0,0.01,58,4.8,639
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02,0.19,62,8.5,641
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0,0,0.1,62,7.9,641
Conflict: Vietnam,PS2,2004,Shooter,SCi,0.26,0.2,0,0.07,0.53,58,8.1,642
Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0,0.01,0.22,60,7.3,642
Constantine,PS2,2005,Action,SCi,0.05,0.04,0,0.01,0.11,58,7.4,645
Constantine,XB,2005,Action,SCi,0.04,0.01,0,0,0.06,60,7.1,645
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0,0.03,0.01,0.1,73,8.2,646
Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02,0.3,83,8.4,647
Cooking Mama,DS,2006,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67,7.2,649
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70,8,650
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61,5.3,651
Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.27,0.01,0.08,0.87,62,4.9,652
Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0,0.17,1.33,57,6.5,653
Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0,0,0.01,0.08,54,5.7,657
Counter-Strike: Source,PC,2004,Shooter,Vivendi Games,0,0.07,0,0.02,0.08,88,8.9,659
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,8,660
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14,64,5.4,662
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21,63,8,667
Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.07,0.02,0,0,0.09,65,6.4,667
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0,0.01,0.64,67,6.6,664
Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0,0.04,0.48,73,5.9,668
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.39,0.02,0,0.03,0.45,69,5.8,668
Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0,0.06,0.41,70,5.9,668
Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0,0.02,0.32,65,6.3,668
Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0,0.07,0.54,66,7,670
Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0,0.03,0.24,68,7.1,670
Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.12,0.03,0,0,0.16,66,7.3,670
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0,0.13,69,7.8,670
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0,0.06,0.5,73,6.5,672
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.2,0,0.05,0.47,60,6.5,672
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.35,0.05,0,0.03,0.43,70,6.6,672
Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.38,0,0,0.03,0.42,45,5.8,672
Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64,64,8,673
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.15,66,8.7,673
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64,7.1,680
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,30,3.4,681
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06,78,7.5,682
Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07,75,8.3,683
Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0,0,0.03,62,7.8,684
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83,8,685
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,7.2,686
CrossworDS,DS,2008,Puzzle,Deep Silver,0.5,0,0,0.04,0.55,67,6.8,687
Cruis'n,Wii,2007,Racing,Midway Games,0.1,0.01,0,0.01,0.12,25,3.7,688
Crush,PSP,2007,Puzzle,Sega,0.07,0,0,0.01,0.08,83,9,689
Crysis,PC,2007,Shooter,Electronic Arts,0,0.69,0,0.02,0.71,91,8,691
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,84,7.9,692
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,0.09,0.03,0,0,0.12,45,7.3,694
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0,0.03,0.01,0.16,75,8.7,699
Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02,0.12,53,7.7,700
Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,0.37,65,8.1,702
Custom Robo Arena,DS,2006,Fighting,Nintendo,0.01,0.02,0.12,0,0.16,74,8.3,703
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.04,53,8.8,704
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13,77,9,721
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14,76,9,722
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04,73,8.7,723
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42,78,7.1,725
Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,0.28,0.08,0,0.01,0.38,75,8.6,726
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0,0,0.02,0.32,74,8.8,727
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0,0,0.04,0.5,65,7.4,728
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3,65,7.7,729
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55,6.2,730
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.19,2.07,73,7.1,732
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69,6.8,733
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0,0.01,0.47,69,8.4,734
Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0,0,0.03,56,5.8,736
Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0,0,0.02,0.24,42,6.2,737
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52,7,741
Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48,72,7.5,742
Dark Sector,PS3,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,72,7.6,742
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.13,0,0,0.01,0.15,74,7.9,743
DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.01,0.03,71,7.2,744
Darkwatch,PS2,2005,Shooter,Ubisoft,0.16,0.12,0,0.04,0.32,74,8.4,745
Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21,75,8.1,745
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0,0,0.01,0.07,32,4.6,746
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57,6.8,747
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0,0.75,4.21,85,8.7,748
de Blob,Wii,2008,Platform,THQ,0.49,0.37,0,0.1,0.96,82,8.6,749
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04,75,7.3,750
Dead Man's Hand,XB,2004,Shooter,Atari,0.09,0.02,0,0,0.11,62,8.1,751
Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85,8.2,752
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,83,8.7,753
Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53,6.7,754
Dead Rising,X360,2006,Action,Capcom,1.16,0.64,0.08,0.2,2.08,85,7.6,755
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.66,0,0.29,2,88,8.8,756
Dead Space,X360,2008,Action,Electronic Arts,0.89,0.39,0,0.13,1.4,89,8.7,756
Dead Space,PC,2008,Action,Electronic Arts,0,0.53,0,0.06,0.59,86,8,756
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2,51,5.3,758
Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0,0,0.11,54,7.4,758
Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01,0.13,54,7.2,759
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0,0,0,0.05,56,5.9,760
Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.4,0,0.15,1.7,20,1.9,761
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,51,6.2,763
Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0,0,0.01,0.19,61,7.3,764
Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,0.08,0,0,0.01,0.08,47,7.5,765
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0,0.05,68,7.3,766
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0,0,0.01,0.11,71,8.1,767
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.5,50,5.4,770
Deep Labyrinth,DS,2006,Action,505 Games,0.06,0,0,0,0.07,57,8.8,771
Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0,0,0.01,0.09,79,8.2,772
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.42,68,4.4,773
Def Jam Icon,X360,2007,Action,Electronic Arts,0.3,0.01,0,0.03,0.34,69,6.3,773
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76,83,8.9,774
Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.22,0.17,0,0.06,0.46,58,8.8,776
Delta Force: Black Hawk Down,XB,2005,Shooter,NovaLogic,0.25,0.07,0,0.01,0.34,61,6.6,776
Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,0.15,0.01,0,0.01,0.17,72,7.9,777
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,57,7.8,790
Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,7.4,791
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,84,9,792
Devil May Cry 4,PS3,2008,Action,Capcom,0.58,0.45,0.34,0.2,1.57,84,8.2,794
Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.34,84,8,794
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,78,8.5,794
Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0,0.01,0.01,0.16,67,6.3,795
Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.09,0.03,0,0.09,1.22,63,7.5,798
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0,0.01,0.09,63,7.3,802
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,71,8.1,802
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,0.02,65,8.8,802
Digimon World 4,PS2,2005,Role-Playing,Atari,0.08,0.06,0,0.02,0.15,48,6.9,803
Digimon World 4,GC,2005,Role-Playing,Namco Bandai Games,0.07,0.02,0,0,0.09,55,8.1,803
Digimon World 4,XB,2005,Role-Playing,Atari,0.02,0.01,0,0,0.03,54,8.8,803
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,49,6.5,804
Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.09,0,0,0.01,0.1,71,7.6,805
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24,43,8,807
Dinosaur King,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.22,61,8,811
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57,6.9,812
